NT Book	NT Chapter	NT Verse	Greek text (NT)	Text re-use typology 1	Text re-use typology 2	Text re-use typology 3	Text re-use typology 4	Ps (LXX)	Ps Chapter	Ps Verse	Greek text (Psalms)	French translation (PS) Giguet	French translation (NT) TOB	Source (PNT = The Psalms in the New Testament, NA= Nestle-Aland, si vide, trouvé sur internet)				
Luke	20	42-43	αὐτὸς γὰρ Δαυὶδ λέγει ἐν βίβλῳ ψαλμῶν, Εἶπεν κύριος τῷ κυρίῳ μου, Κάθου ἐκ δεξιῶν μου 43 ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	quotation	explicit	litteral	Jesus' words	Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	puisque David lui-même dit au livre des Psaumes: Le Seigneur a dit à mon Seigneur: Siège à ma droite, 43 jusqu'à ce que j'aie fait de tes ennemis un escabeau sous tes pieds?	PNT Swete NA				
Luke	21	33	ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ λόγοι μου οὐ μὴ παρελεύσονται.	echo	implicit	thematic and semantic	Jesus' words	Psalms	118	89	ιβ́ λαβδ.Εἰς τὸν αἰῶνα, κύριε, ὁ λόγος σου διαμένει ἐν τῷ οὐρανῷ.	Seigneur, ta parole demeure dans le ciel éternellement ;	"

Le ciel et la terre passeront, mes paroles ne passeront pas."	NA				
Luke	21	25-26	"Καὶ ἔσονται σημεῖα ἐν ἡλίῳ καὶ σελήνῃ καὶ ἄστροις, καὶ ἐπὶ τῆς γῆς συνοχὴ ἐθνῶν ἐν ἀπορίᾳ ἤχους θαλάσσης καὶ σάλου, 26 
ἀποψυχόντων ἀνθρώπων ἀπὸ φόβου καὶ προσδοκίας τῶν ἐπερχομένων τῇ οἰκουμένῃ, αἱ γὰρ δυνάμεις τῶν οὐρανῶν σαλευθήσονται. 27 
καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς."	echo	implicit	thematic and semantic	Jesus' words	Psalms	45	4	ἤχησαν καὶ ἐταράχθησαν τὰ ὕδατα αὐτῶν, ἐταράχθησαν τὰ ὄρη ἐν τῇ κραταιότητι αὐτοῦ.διάψαλμα.	Leurs eaux ont retenti, et elles ont été troublées ; les montagnes ont été ébranlées par sa force.	"

Il y aura des signes dans le soleil, la lune et les étoiles, et sur la terre les nations seront dans l'angoisse, épouvantées par le fracas de la mer et son agitation, 26tandis que les hommes défailleront de frayeur dans la crainte des malheurs arrivant sur le monde; car les puissances des cieux seront ébranlées. 27 Alors, ils verront le Fils de l'homme venir entouré d'une nuée dans la plénitude de la puissance et de la gloire.

"	NA				
Luke	21	25-26	"Καὶ ἔσονται σημεῖα ἐν ἡλίῳ καὶ σελήνῃ καὶ ἄστροις, καὶ ἐπὶ τῆς γῆς συνοχὴ ἐθνῶν ἐν ἀπορίᾳ ἤχους θαλάσσης καὶ σάλου, 26 
ἀποψυχόντων ἀνθρώπων ἀπὸ φόβου καὶ προσδοκίας τῶν ἐπερχομένων τῇ οἰκουμένῃ, αἱ γὰρ δυνάμεις τῶν οὐρανῶν σαλευθήσονται. 27 
καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς."	echo	implicit	thematic and semantic	Jesus' words	Psalms	64	8	ὁ συνταράσσων τὸ κύτος τῆς θαλάσσης, ἤχους κυμάτων αὐτῆς.ταραχθήσονται τὰ ἔθνη,	Tu ébranles l'abîme de la mer, et ses flots retentissent ;et les nations seront troublées.	"

Il y aura des signes dans le soleil, la lune et les étoiles, et sur la terre les nations seront dans l'angoisse, épouvantées par le fracas de la mer et son agitation, 26tandis que les hommes défailleront de frayeur dans la crainte des malheurs arrivant sur le monde; car les puissances des cieux seront ébranlées. 27 Alors, ils verront le Fils de l'homme venir entouré d'une nuée dans la plénitude de la puissance et de la gloire.

"	NA				
Luke	21	25-27	"Καὶ ἔσονται σημεῖα ἐν ἡλίῳ καὶ σελήνῃ καὶ ἄστροις, καὶ ἐπὶ τῆς γῆς συνοχὴ ἐθνῶν ἐν ἀπορίᾳ ἤχους θαλάσσης καὶ σάλου, 26 
ἀποψυχόντων ἀνθρώπων ἀπὸ φόβου καὶ προσδοκίας τῶν ἐπερχομένων τῇ οἰκουμένῃ, αἱ γὰρ δυνάμεις τῶν οὐρανῶν σαλευθήσονται. 27 
καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς."	echo	implicit	thematic and semantic	Jesus' words	Psalms	88	10	σὺ δεσπόζεις τοῦ κράτους τῆς θαλάσσης, τὸν δὲ σάλον τῶν κυμάτων αὐτῆς σὺ καταπραΰνεις.	Tu domines la puissance de la mer, et tu apaises la fureur de ses flots.	"

Il y aura des signes dans le soleil, la lune et les étoiles, et sur la terre les nations seront dans l'angoisse, épouvantées par le fracas de la mer et son agitation, 26tandis que les hommes défailleront de frayeur dans la crainte des malheurs arrivant sur le monde; car les puissances des cieux seront ébranlées. 27 Alors, ils verront le Fils de l'homme venir entouré d'une nuée dans la plénitude de la puissance et de la gloire.

"	NA				
Luke	22	32	ἐγὼ δὲ ἐδεήθην περὶ σοῦ ἵνα μὴ ἐκλίπῃ ἡ πίστις σου· καὶ σύ ποτε ἐπιστρέψας στήρισον τοὺς ἀδελφούς σου.	echo	implicit	thematic and semantic	Jesus' words	Psalms	50	15	διδάξω ἀνόμους τὰς ὁδούς σου, καὶ ἀσεβεῖς ἐπὶ σὲ ἐπιστρέψουσιν.	J'enseignerai tes voies aux méchants, et les impies se convertiront à toi.	"

Mais moi, j'ai prié pour toi, afin que ta foi ne disparaisse pas. Et toi, quand tu seras revenu, affermis tes frères."	NA				
Luke	22	69	"
ἀπὸ τοῦ νῦν δὲ ἔσται ὁ υἱὸς τοῦ ἀνθρώπου καθήμενος ἐκ δεξιῶν τῆς δυνάμεως τοῦ θεοῦ.
"	echo	implicit	thematic and semantic	motive resumption	Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	Mais désormais le Fils de l'homme siégera à la droite du Dieu puissant.	NA				
Luke	23	36	ἐνέπαιξαν δὲ αὐτῷ καὶ οἱ στρατιῶται προσερχόμενοι, ὄξος προσφέροντες αὐτῷ	echo	implicit	thematic and semantic	motive resumption	Psalms	68	22	καὶ ἔδωκαν εἰς τὸ βρῶμά μου χολὴν καὶ εἰς τὴν δίψαν μου ἐπότισάν με ὄξος.	Et ils m'ont donné du fiel pour nourriture, et dans ma soif ils m'ont abreuvé de vinaigre.	Les soldats aussi se moquèrent de lui: s'approchant pour lui présenter du vinaigre, ils dirent:	PNT NA				
Luke	23	46	καὶ φωνήσας φωνῇ μεγάλῃ ὁ ’Ιησοῦς εἶπεν, Πάτερ, εἰς χεῖράς σου παρατίθεμαι τὸ πνεῦμά μου· τοῦτο δὲ εἰπὼν ἐξέπνευσεν.	quotation	implicit	litteral	Jesus' words	Psalms	30	6	εἰς χεῖράς σου παραθήσομαι τὸ πνεῦμά μου· ἐλυτρώσω με, κύριε ὁ θεὸς τῆς ἀληθείας.	Je remets mon âme en tes mains ; tu m'as racheté, Seigneur, Dieu de vérité.	Jésus poussa un grand cri; il dit: Père, entre tes mains, je remets mon esprit. Et, sur ces mots, il expira.	NA				
Luke	23	49	εἱστήκεισαν δὲ πάντες οἱ γνωστοὶ αὐτῷ ἀπὸ μακρόθεν, καὶ γυναῖκες αἱ συνακολουθοῦσαι αὐτῷ ἀπὸ τῆς Γαλιλαίας, ὁρῶσαι ταῦτα.	quotation	implicit	modified		Psalms	87	9	ἐμάκρυνας τοὺς γνωστούς μου ἀπ’ ἐμοῦ, ἔθεντό με βδέλυγμα ἑαυτοῖς, παρεδόθην καὶ οὐκ ἐξεπορευόμην.	Tu as éloigné de moi mes proches ; ils m'ont en en abomination.J'ai été livré, et je n'ai pu sortir.	Tous ses familiers se tenaient à distance, ainsi que les femmes qui le suivaient depuis la Galilée et qui regardaient.	NA				
Luke	23	34	"
[ὁ δὲ ’Ιησοῦς ἔλεγεν, Πάτερ, ἄφες αὐτοῖς, οὐ γὰρ οἴδασιν τί ποιοῦσιν.] διαμεριζόμενοι δὲ τὰ ἱμάτια αὐτοῦ ἔβαλον κλῆρον.
"	quotation	implicit	modified		Psalms	21	18-19	ἐξηρίθμησα πάντα τὰ ὀστᾶ μου, αὐτοὶ δὲ κατενόησαν καὶ ἐπεῖδόν με. διεμερίσαντο τὰ ἱμάτιά μου ἑαυτοῖς καὶ ἐπὶ τὸν ἱματισμόν μου ἔβαλον κλῆρον.	Ils ont compté mes os ; ils m'ont observé et surveillé. 19 Ils se sont partagé mes vêtements, et ils ont tiré ma robe au sort.	Jésus disait: Père, pardonne-leur car ils ne savent pas ce qu'ils font. Et, pour partager ses vêtements, ils tirèrent au sort.	NA				
Luke	23	35	καὶ εἱστήκει ὁ λαὸς θεωρῶν. ἐξεμυκτήριζον δὲ καὶ οἱ ἄρχοντες λέγοντες, ῎Αλλους ἔσωσεν, σωσάτω ἑαυτόν, εἰ οὗτός ἐστιν ὁ Χριστὸς τοῦ θεοῦ ὁ ἐκλεκτός.	quotation	implicit	litteral		Psalms	21	9	῎Ηλπισεν ἐπὶ κύριον, ῥυσάσθω αὐτόν· σωσάτω αὐτόν, ὅτι θέλει αὐτόν.	(Ils ont dit) : Il a mis son espoir en Dieu, que le Seigneur le sauve ; qu'il le délivre, puisqu'il se complaît en lui.	Le peuple restait là à regarder; les chefs, eux, ricanaient; ils disaient: Il en a sauvé d'autres. Qu'il se sauve lui-même s'il est le Messie de Dieu, l'Elu!	NA				
Luke	23	49	εἱστήκεισαν δὲ πάντες οἱ γνωστοὶ αὐτῷ ἀπὸ μακρόθεν, καὶ γυναῖκες αἱ συνακολουθοῦσαι αὐτῷ ἀπὸ τῆς Γαλιλαίας, ὁρῶσαι ταῦτα.	quotation	implicit	modified		Psalms	37	12	οἱ ϕίλοι μου καὶ οἱ πλησίον μου ἐξ ἐναντίας μου ἤγγισαν καὶ ἔστησαν,καὶ οἱ ἔγγιστά μου ἀπὸ μακρόθεν ἔστησαν·	Mes amis et mes proches se sont avancés et arrêtés contre moi,et ceux qui m'approchaient de plus près se sont tenus au loin ;	Tous ses familiers se tenaient à distance, ainsi que les femmes qui le suivaient depuis la Galilée et qui regardaient.	NA				
Luke	24	32	"
καὶ εἶπαν πρὸς ἀλλήλους, Οὐχὶ ἡ καρδία ἡμῶν καιομένη ἦν [ἐν ἡμῖν] ὡς ἐλάλει ἡμῖν ἐν τῇ ὁδῷ, ὡς διήνοιγεν ἡμῖν τὰς γραφάς;
"	echo	implicit	semantic	distant	Psalms	38	4	ἐθερμάνθη ἡ καρδία μου ἐντός μου, καὶ ἐν τῇ μελέτῃ μου ἐκκαυθήσεται πῦρ.ἐλάλησα ἐν γλώσσῃ μου	Mon cœur s'est échauffé en moi, et un feu s'allumera dans ma méditation. J'ai dit de ma langue :	"

Et ils se dirent l'un à l'autre: Notre cœur ne brûlait-il pas en nous tandis qu'il nous parlait en chemin et nous ouvrait les Ecritures?"	NA				
Mark	1	6	"
καὶ ἦν ὁ ’Ιωάννης ἐνδεδυμένος τρίχας καμήλου καὶ ζώνην δερματίνην περὶ τὴν ὀσφὺν αὐτοῦ, καὶ ἐσθίων ἀκρίδας καὶ μέλι ἄγριον."	coincidence	implicit	thematic	distant	Psalms	80	17	καὶ ἐψώμισεν αὐτοὺς ἐκ στέατος πυροῦ καὶ ἐκ πέτρας μέλι ἐχόρτασεν αὐτούς.	Et il les avait nourris de la fleur du froment, et les avait rassasiés du miel des rochers.	Jean était vêtu de poil de chameau avec une ceinture de cuir autour des reins; il se nourrissait de sauterelles et de miel sauvage.	NA				
Mark	1	11	καὶ φωνὴ ἐγένετο ἐκ τῶν οὐρανῶν, Σὺ εἶ ὁ υἱός μου ὁ ἀγαπητός, ἐν σοὶ εὐδόκησα.	echo	implicit	thematic and semantic		Psalms	2	7	διαγγέλλων τὸ πρόσταγμα κυρίου Κύριος εἶπεν πρός με Υἱός μου εἶ σύ, ἐγὼ σήμερον γεγέννηκά σε·	Et j'annonce les préceptes du Seigneur.Le Seigneur m'a dit : Tu es mon fils ; aujourd'hui je t'ai engendré.		PNT				
Mark	1	13	καὶ ἦν ἐν τῇ ἐρήμῳ τεσσαράκοντα ἡμέρας πειραζόμενος ὑπὸ τοῦ Σατανᾶ, καὶ ἦν μετὰ τῶν θηρίων, καὶ οἱ ἄγγελοι διηκόνουν αὐτῷ.	echo	implicit	thematic		Psalms	90	11-12	ὅτι τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ τοῦ διαϕυλάξαι σε ἐν πάσαις ταῖς ὁδοῖς σου· 12 ἐπὶ χειρῶν ἀροῦσίν σε, μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου·	Car il a donné des ordres à ses anges, pour qu'ils te gardent en toutes tes voies. 12 Ils te soulèveront de leurs mains, de peur que tes pieds ne heurtent contre une pierre.	Durant quarante jours, au désert, il fut tenté par Satan. Il était avec les bêtes sauvages et les anges le servaient.	NA				
Mark	1	24	λέγων, Τί ἡμῖν καὶ σοί, ’Ιησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδά σε τίς εἶ, ὁ ἅγιος τοῦ θεοῦ.	echo	implicit	lexical		Psalms	105	16	καὶ παρώργισαν Μωυσῆν ἐν τῇ παρεμβολῇ καὶ Ααρων τὸν ἅγιον κυρίου·	Et ils irritèrent Moïse dans le camp, et Aaron le saint du Seigneur.	Que nous veux-tu, Jésus de Nazareth? tu es venu pour nous perdre. Je sais qui tu es: le Saint de Dieu.	NA				
Mark	2	7	Τί οὗτος οὕτως λαλεῖ; βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;	echo	implicit	thematic		Psalms	102	3	τὸν εὐιλατεύοντα πάσαις ταῖς ἀνομίαις σου, τὸν ἰώμενον πάσας τὰς νόσους σου·	C'est lui qui te remet tes fautes et te guérit de toutes tes infirmités.	Pourquoi cet homme parle-t-il ainsi? Il blasphème. Qui peut pardonner les péchés sinon Dieu seul?					
Mark	3	21	καὶ ἀκούσαντες οἱ παρ’ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη.	echo	implicit	thematic		Psalms	68	9	ἀπηλλοτριωμένος ἐγενήθην τοῖς ἀδελϕοῖς μου καὶ ξένος τοῖς υἱοῖς τῆς μητρός μου,	"	
Je suis devenu un étranger pour mes frères, un inconnu pour les fils de ma mère."	A cette nouvelle, les gens de sa parenté vinrent pour s'emparer de lui. Car ils disaient: Il a perdu la tête.					
Mark	4	32	καὶ ὅταν σπαρῇ, ἀναβαίνει καὶ γίνεται μεῖζον πάντων τῶν λαχάνων καὶ ποιεῖ κλάδους μεγάλους, ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν.	echo	implicit	lexical	Jesus' words	Psalms	103	12	"	
ἐπ’ αὐτὰ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσει, ἐκ μέσου τῶν πετρῶν δώσουσιν ϕωνήν."	Au-dessus d'elles, les oiseaux du ciel feront leur nid ; ils feront entendre leur chant du milieu des rochers.	mais quand on l'a semée, elle monte et devient plus grande que toutes les plantes potagères, et elle pousse de grandes branches, si bien que les oiseaux du ciel peuvent faire leurs nids à son ombre.					
Mark	4	37	"
καὶ γίνεται λαῖλαψ μεγάλη ἀνέμου, καὶ τὰ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον, ὥστε ἤδη γεμίζεσθαι τὸ πλοῖον.
"	echo	implicit	thematic and semantic	motive resumption	Psalms	106	25	" 	
εἶπεν, καὶ ἔστη πνεῦμα καταιγίδος, καὶ ὑψώθη τὰ κύματα αὐτῆς·"	Il dit, et le vent impétueux de la tempête s'est levé, et les vagues ont bondi.	Survient un grand tourbillon de vent. Les vagues se jetaient sur la barque, au point que déjà la barque se remplissait.	NA				
Mark	4	39	καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ, Σιώπα, πεφίμωσο. καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.	echo	implicit	thematic and semantic	Jesus' words	Psalms	64	8	ὁ συνταράσσων τὸ κύτος τῆς θαλάσσης, ἤχους κυμάτων αὐτῆς.ταραχθήσονται τὰ ἔθνη	"Tu ébranles l'abîme de la mer, et ses flots retentissent ;
et les nations seront troublées."	Réveillé, il menaça le vent et dit à la mer: Silence! Tais-toi! Le vent tomba, et il se fit un grand calme.	NA				
Mark	4	39	καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ, Σιώπα, πεφίμωσο. καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.	echo	implicit	thematic and semantic	Jesus' words	Psalms	88	10	σὺ δεσπόζεις τοῦ κράτους τῆς θαλάσσης, τὸν δὲ σάλον τῶν κυμάτων αὐτῆς σὺ καταπραΰνεις.	Tu domines la puissance de la mer, et tu apaises la fureur de ses flots.	Réveillé, il menaça le vent et dit à la mer: Silence! Tais-toi! Le vent tomba, et il se fit un grand calme.	NA				
Mark	4	39	καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ, Σιώπα, πεφίμωσο. καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.	echo	implicit	thematic and semantic	Jesus' words	Psalms	105	9	καὶ ἐπετίμησεν τῇ ἐρυθρᾷ θαλάσσῃ, καὶ ἐξηράνθη, καὶ ὡδήγησεν αὐτοὺς ἐν ἀβύσσῳ ὡς ἐν ἐρήμῳ·	Et il menaça la mer Rouge, et elle fut desséchée ; et il les ramena dans l'abîme, comme dans le désert.	Réveillé, il menaça le vent et dit à la mer: Silence! Tais-toi! Le vent tomba, et il se fit un grand calme.	NA				
Mark	4	39	καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ, Σιώπα, πεφίμωσο. καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.	echo	implicit	thematic and semantic	Jesus' words	Psalms	106	25-30	εἶπεν, καὶ ἔστη πνεῦμα καταιγίδος, καὶ ὑψώθη τὰ κύματα αὐτῆς·26 ἀναβαίνουσιν ἕως τῶν οὐρανῶν καὶ καταβαίνουσιν ἕως τῶν ἀβύσσων, ἡ ψυχὴ αὐτῶν ἐν κακοῖς ἐτήκετο, 27 ἐταράχθησαν, ἐσαλεύθησαν ὡς ὁ μεθύων, καὶ πᾶσα ἡ σοϕία αὐτῶν κατεπόθη·28 καὶ ἐκέκραξαν πρὸς κύριον ἐν τῷ θλίβεσθαι αὐτούς, καὶ ἐκ τῶν ἀναγκῶν αὐτῶν ἐξήγαγεν αὐτοὺς 29 καὶ ἐπέταξεν τῇ καταιγίδι, καὶ ἔστη εἰς αὔραν, καὶ ἐσίγησαν τὰ κύματα αὐτῆς· 30  καὶ εὐϕράνθησαν, ὅτι ἡσύχασαν, καὶ ὡδήγησεν αὐτοὺς ἐπὶ λιμένα θελήματος αὐτῶν. 	Il dit, et le vent impétueux de la tempête s'est levé, et les vagues ont bondi. 26 Elles montent jusqu'aux cieux et descendent jusqu'aux abîmes, et l'âme des matelots succombe à la violence du mal. 27 Ils sont troublés, ils chancellent comme des hommes ivres, et toute leur sagesse a été engloutie. 28 Et dans leur tribulation ils ont crié au Seigneur, et il les a retirés de leur détresse. 29 Et il a commandé à la tempête, et elle s'est changée en une brise légère, et les flots ont fait silence. 30 Et les hommes se sont réjouis de leur calme, et le Seigneur les a conduits au port désiré.	Réveillé, il menaça le vent et dit à la mer: Silence! Tais-toi! Le vent tomba, et il se fit un grand calme.	NA				
Mark	6	41	"
καὶ λαβὼν τοὺς πέντε ἄρτους καὶ τοὺς δύο ἰχθύας ἀναβλέψας εἰς τὸν οὐρανὸν εὐλόγησεν καὶ κατέκλασεν τοὺς ἄρτους καὶ ἐδίδου τοῖς μαθηταῖς [αὐτοῦ] ἵνα παρατιθῶσιν αὐτοῖς, καὶ τοὺς δύο ἰχθύας ἐμέρισεν πᾶσιν."	echo	implicit	thematic and semantic	Jesus' acts	Psalms	122	1	’Ωιδὴ τῶν ἀναβαθμῶν.Πρὸς σὲ ἦρα τοὺς ὀϕθαλμούς μου τὸν κατοικοῦντα ἐν τῷ οὐρανῷ.	Cantique des degrés.]J'ai levé mes yeux vers toi, qui demeures au ciel.	Jésus prit les cinq pains et les deux poissons, et levant son regard vers le ciel, il prononça la bénédiction, rompit les pains et il les donnait aux disciples pour qu'ils les offrent aux gens. Il partagea aussi les deux poissons entre tous.	NA				
Mark	7	6	"
ὁ δὲ εἶπεν αὐτοῖς, Καλῶς ἐπροφήτευσεν ’Ησαΐας περὶ ὑμῶν τῶν ὑποκριτῶν, ὡς γέγραπται ὅτι Οὗτος ὁ λαὸς τοῖς χείλεσίν με τιμᾷ, ἡ δὲ καρδία αὐτῶν πόρρω ἀπέχει ἀπ’ ἐμοῦ·"	echo	implicit	thematic and semantic	among other verses	Psalms	77	36	καὶ ἠπάτησαν αὐτὸν ἐν τῷ στόματι αὐτῶν καὶ τῇ γλώσσῃ αὐτῶν ἐψεύσαντο αὐτῷ,	Et ils l'aimèrent de la bouche ; mais leur langue lui mentait.	Il leur dit: Esaïe a bien prophétisé à votre sujet, hypocrites, car il est écrit: Ce peuple m'honore des lèvres, mais son cœur est loin de moi;	NA				
Mark	8	37	"
τί γὰρ δοῖ ἄνθρωπος ἀντάλλαγμα τῆς ψυχῆς αὐτοῦ;
"	echo	implicit	thematic and semantic	Jesus' words	Psalms	48	8-9	ἀδελϕὸς οὐ λυτροῦται· λυτρώσεται ἄνθρωπος; οὐ δώσει τῷ θεῷ ἐξίλασμα αὐτοῦ 9 καὶ τὴν τιμὴν τῆς λυτρώσεως τῆς ψυχῆς αὐτοῦ.	Si le frère ne rachète pas son frère, un autre homme le rachètera-t-il ? Non, et il ne donnera pas à Dieu la rançon de lui-même, 9 Ni le prix de la rédemption de son âme	Que pourrait donner l'homme qui ait la valeur de sa vie?	NA				
Mark	9	7	καὶ ἐγένετο νεφέλη ἐπισκιάζουσα αὐτοῖς, καὶ ἐγένετο φωνὴ ἐκ τῆς νεφέλης, Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ἀκούετε αὐτοῦ.	echo	implicit	thematic	motive resumption	Psalms	2	7	διαγγέλλων τὸ πρόσταγμα κυρίου Κύριος εἶπεν πρός με Υἱός μου εἶ σύ, ἐγὼ σήμερον γεγέννηκά σε·	Et j'annonce les préceptes du Seigneur.Le Seigneur m'a dit : Tu es mon fils ; aujourd'hui je t'ai engendré.	Une nuée vint les recouvrir et il y eut une voix venant de la nuée: Celui-ci est mon Fils bien-aimé. Ecoutez-le!	PNT NA				
Mark	9	12	ὁ δὲ ἔφη αὐτοῖς, ’Ηλίας μὲν ἐλθὼν πρῶτον ἀποκαθιστάνει πάντα, καὶ πῶς γέγραπται ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου ἵνα πολλὰ πάθῃ καὶ ἐξουδενηθῇ;	echo	implicit	thematic	Jesus' words	Psalms	21	7-15	ἐγὼ δέ εἰμι σκώληξ καὶ οὐκ ἄνθρωπος, ὄνειδος ἀνθρώπου καὶ ἐξουδένημα λαοῦ. …	Mais moi je suis un ver de terre et non un homme ; opprobre des hommes et mépris du peuple.	Il leur dit: Certes, Elie vient d'abord et rétablit tout, mais alors comment est-il écrit du Fils de l'homme qu'il doit beaucoup souffrir et être méprisé?	NA				
Mark	11	10	Εὐλογημένη ἡ ἐρχομένη βασιλεία τοῦ πατρὸς ἡμῶν Δαυίδ· ‘Ωσαννὰ ἐν τοῖς ὑψίστοις.	echo	implicit	thematic and semantic		Psalms	148	1	"
Αλληλουια· Αγγαιου καὶ Ζαχαριου. Αἰνεῖτε τὸν κύριον ἐκ τῶν οὐρανῶν, αἰνεῖτε αὐτὸν ἐν τοῖς ὑψίστοις."	[Alléluiah. Psaume d'Aggée et de Zacharie.] Louez le Seigneur dans les cieux ; louez-le sur les plus hautes cimes.	 Béni soit le règne qui vient, le règne de David notre père! Hosanna au plus haut des cieux!	NA				
Mark	11	9-10	"
καὶ οἱ προάγοντες καὶ οἱ ἀκολουθοῦντες ἔκραζον, ‘Ωσαννά· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· 10 
Εὐλογημένη ἡ ἐρχομένη βασιλεία τοῦ πατρὸς ἡμῶν Δαυίδ· ‘Ωσαννὰ ἐν τοῖς ὑψίστοις.
"	quotation	implicit	litteral		Psalms	117	26	 εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· εὐλογήκαμεν ὑμᾶς ἐξ οἴκου κυρίου.	Béni soit celui qui vient au nom du Seigneur.Nous vous avons bénis de la maison du Seigneur.	Ceux qui marchaient devant et ceux qui suivaient criaient: Hosanna! Béni soit au nom du Seigneur celui qui vient! 10 Béni soit le règne qui vient, le règne de David notre père! Hosanna au plus haut des cieux!	PNT NA				
Mark	12	36	αὐτὸς Δαυὶδ εἶπεν ἐν τῷ πνεύματι τῷ ἁγίῳ, Εἶπεν κύριος τῷ κυρίῳ μου, Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποκάτω τῶν ποδῶν σου.	quotation	explicit	litteral	Jesus' words	Psalms	109	1	Τῷ Δαυιδ ψαλμός. Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.	[Psaume de David.] Le Seigneur a dit à mon Seigneur : Assieds-toi à ma droite, jusqu'à ce que j'aie fait de tes ennemis l'escabeau de tes pieds.	David lui-même, inspiré par l'Esprit Saint, a dit: Le Seigneur a dit à mon Seigneur: Siège à ma droite jusqu'à ce que j'aie mis tes ennemis sous tes pieds.	PNT Swete NA				
